Item Name,SNo,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D],Month_File,District,Source_File
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,35,18,17,2,33,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,16,16,,,16,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,17,0,17,0,17,0,0,,,0,2,2,,2,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,25,25,0,1,24,0,0,,0,0,10,10,,0,10,0,0,,0,0,0,0,,0,0,14,14,,,14,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1,1,,1,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,8054,8014,40,6145,1909,191,191,,32,159,379,379,,181,198,247,247,,146,101,331,331,,0,331,90,90,,,90,293,293,,181,112,121,121,,,121,718,718,,469,249,135,135,,99,36,201,161,40,0,201,311,311,,,311,5037,5037,,5037,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,5361,5326,35,3792,1569,170,170,,18,152,248,248,,169,79,178,178,,49,129,312,312,,0,312,76,76,,,76,286,286,,178,108,54,54,,,54,595,595,,383,212,67,67,,37,30,158,123,35,0,158,259,259,,,259,2958,2958,,2958,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,38,0,38,0,38,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,38,0,38,0,38,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,47,0,47,0,47,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,47,0,47,0,47,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,29,0,29,0,29,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,29,0,29,0,29,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,211,211,0,69,142,0,0,,0,0,19,19,,0,19,42,42,,0,42,0,0,,0,0,25,25,,,25,0,0,,0,0,0,0,,,0,0,0,,0,0,56,56,,0,56,0,0,0,0,0,0,0,,,0,69,69,,69,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,39290,38502,788,11022,28268,3082,3082,,404,2678,3332,3332,,949,2383,2119,2119,,220,1899,2897,2897,,125,2772,4392,4392,,,4392,1813,1813,,199,1614,2530,2530,,,2530,3743,3743,,567,3176,2715,2715,,185,2530,1911,1123,788,14,1897,2397,2397,,,2397,8359,8359,,8359,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,20431,20035,396,5490,14941,1586,1586,,208,1378,1758,1758,,493,1265,1150,1150,,106,1044,1552,1552,,67,1485,2318,2318,,,2318,933,933,,109,824,1385,1385,,,1385,2023,2023,,320,1703,1438,1438,,105,1333,979,583,396,4,975,1231,1231,,,1231,4078,4078,,4078,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,18363,17971,392,5050,13313,1496,1496,,196,1300,1524,1524,,456,1068,982,982,,114,868,1345,1345,,58,1287,2097,2097,,,2097,876,876,,90,786,1172,1172,,,1172,1725,1725,,247,1478,1274,1274,,80,1194,926,534,392,4,922,1141,1141,,,1141,3805,3805,,3805,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,12,12,0,0,12,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,5,5,,,5,7,7,,0,7,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,4779,4779,0,1465,3314,124,124,,30,94,208,208,,0,208,171,171,,0,171,54,54,,0,54,646,646,,,646,300,300,,75,225,441,441,,,441,778,778,,367,411,410,410,,111,299,57,57,0,6,51,714,714,,,714,876,876,,876,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,240,212,28,37,203,20,20,,0,20,0,0,,0,0,64,64,,0,64,0,0,,0,0,6,6,,,6,0,0,,0,0,31,31,,,31,43,43,,0,43,11,11,,0,11,28,0,28,0,28,0,0,,,0,37,37,,37,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,31553,31414,139,6546,25007,2760,2760,,556,2204,2954,2954,,481,2473,2045,2045,,213,1832,2664,2664,,147,2517,3474,3474,,,3474,1598,1598,,155,1443,2240,2240,,,2240,3559,3559,,680,2879,2393,2393,,130,2263,1155,1016,139,0,1155,2527,2527,,,2527,4184,4184,,4184,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,30944,30805,139,6699,24245,2449,2449,,227,2222,2956,2956,,481,2475,1947,1947,,203,1744,2651,2651,,147,2504,3432,3432,,,3432,1606,1606,,156,1450,2352,2352,,,2352,3459,3459,,586,2873,2277,2277,,148,2129,1168,1029,139,0,1168,1896,1896,,,1896,4751,4751,,4751,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,32614,32481,133,7417,25197,2704,2704,,476,2228,2994,2994,,481,2513,2015,2015,,203,1812,2651,2651,,147,2504,3406,3406,,,3406,1683,1683,,183,1500,2360,2360,,,2360,3644,3644,,680,2964,2526,2526,,163,2363,1136,1003,133,0,1136,2411,2411,,,2411,5084,5084,,5084,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,1112,1112,0,573,539,39,39,,0,39,31,31,,0,31,11,11,,0,11,0,0,,0,0,98,98,,,98,39,39,,0,39,139,139,,,139,73,73,,0,73,109,109,,0,109,0,0,0,0,0,0,0,,,0,573,573,,573,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,122,122,0,0,122,4,4,,0,4,37,37,,0,37,0,0,,0,0,0,0,,0,0,0,0,,,0,40,40,,0,40,19,19,,,19,18,18,,0,18,0,0,,0,0,0,0,0,0,0,4,4,,,4,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,11533,11522,11,2786,8747,988,988,,116,872,1274,1274,,417,857,737,737,,64,673,883,883,,156,727,1260,1260,,,1260,708,708,,0,708,1275,1275,,,1275,987,987,,175,812,504,504,,15,489,351,340,11,0,351,723,723,,,723,1843,1843,,1843,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,32798,32764,34,8669,24129,3481,3481,,960,2521,3652,3652,,735,2917,2171,2171,,271,1900,2179,2179,,250,1929,3797,3797,,,3797,1424,1424,,117,1307,2555,2555,,,2555,3112,3112,,518,2594,1656,1656,,113,1543,670,636,34,16,654,2412,2412,,,2412,5689,5689,,5689,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,36686,36654,32,10648,26038,3728,3728,,1084,2644,4059,4059,,845,3214,2189,2189,,288,1901,2518,2518,,350,2168,3765,3765,,,3765,1878,1878,,102,1776,2688,2688,,,2688,4750,4750,,1446,3304,1645,1645,,88,1557,751,719,32,29,722,2299,2299,,,2299,6416,6416,,6416,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,2,2,0,0,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,,2,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,1,1,0,0,1,0,0,,0,0,1,1,,0,1,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,12227,12227,0,3073,9154,1221,1221,,120,1101,1380,1380,,420,960,816,816,,90,726,854,854,,12,842,1218,1218,,,1218,600,600,,42,558,788,788,,,788,1314,1314,,364,950,928,928,,135,793,415,415,0,9,406,812,812,,,812,1881,1881,,1881,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,12155,12155,0,3020,9135,1221,1221,,120,1101,1380,1380,,420,960,814,814,,90,724,854,854,,12,842,1221,1221,,,1221,593,593,,42,551,791,791,,,791,1314,1314,,364,950,916,916,,135,781,409,409,0,6,403,811,811,,,811,1831,1831,,1831,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,10291,10291,0,1181,9110,1079,1079,,0,1079,969,969,,0,969,715,715,,0,715,842,842,,0,842,1187,1187,,,1187,540,540,,0,540,852,852,,,852,950,950,,0,950,778,778,,0,778,376,376,0,0,376,822,822,,,822,1181,1181,,1181,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,38114,37957,157,11231,26883,3051,3051,,404,2647,3261,3261,,949,2312,2102,2102,,220,1882,2805,2805,,102,2703,4250,4250,,,4250,1950,1950,,385,1565,2473,2473,,,2473,3622,3622,,567,3055,2628,2628,,164,2464,1260,1103,157,14,1246,2286,2286,,,2286,8426,8426,,8426,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,16371,16287,84,4581,11790,702,702,,334,368,1161,1161,,216,945,1263,1263,,247,1016,886,886,,23,863,1406,1406,,,1406,1324,1324,,303,1021,1633,1633,,,1633,2694,2694,,393,2301,922,922,,95,827,404,320,84,1,403,1007,1007,,,1007,2969,2969,,2969,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,13956,13956,0,4255,9701,696,696,,304,392,394,394,,0,394,1042,1042,,234,808,1407,1407,,0,1407,1208,1208,,,1208,968,968,,282,686,1136,1136,,,1136,2375,2375,,211,2164,742,742,,29,713,358,358,0,3,355,438,438,,,438,3192,3192,,3192,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,248,248,,11,237,10,10,,0,10,0,0,,0,0,0,0,,,0,0,0,,0,0,41,41,,,41,2,2,,0,2,30,30,,,30,134,134,,,134,11,11,,11,0,0,0,,0,0,20,20,,,20,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,42107,42107,0,188,41919,1171,1171,,0,1171,2013,2013,,0,2013,2323,2323,,55,2268,3039,3039,,0,3039,2369,2369,,,2369,4095,4095,,0,4095,5092,5092,,,5092,12448,12448,,0,12448,1965,1965,,0,1965,3652,3652,0,25,3627,3832,3832,,,3832,108,108,,108,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,3668,3668,0,51,3617,3,3,,0,3,11,11,,0,11,5,5,,0,5,0,0,,0,0,493,493,,,493,1432,1432,,0,1432,2,2,,,2,5,5,,0,5,893,893,,0,893,192,192,0,5,187,586,586,,,586,46,46,,46,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,101,101,0,0,101,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,101,101,0,0,101,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,26,26,0,0,26,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,26,26,0,0,26,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,58,58,0,0,58,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,58,58,0,0,58,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,17,17,0,0,17,4,4,,0,4,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,13,13,0,0,13,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,4,4,0,0,4,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,4,4,0,0,4,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,8,8,0,3,5,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,3,3,,,3,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,2,2,0,0,2,0,0,,,0,3,3,,3,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,214,214,0,99,115,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,6,6,,,6,0,0,,0,0,26,26,,,26,1,1,,0,1,0,0,,0,0,95,95,0,13,82,0,0,,,0,86,86,,86,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,100,100,0,51,49,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,15,15,,,15,0,0,,0,0,0,0,,0,0,34,34,0,0,34,0,0,,,0,51,51,,51,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,95,95,0,0,95,2,2,,0,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,3,3,,,3,0,0,,0,0,0,0,,0,0,90,90,0,0,90,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,59,59,0,6,53,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,1,1,,1,0,0,0,,0,0,58,58,0,5,53,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,152374,152374,,14132,138242,13294,13294,,1140,12154,15696,15696,,1372,14324,11092,11092,,2903,8189,19046,19046,,1884,17162,25209,25209,,,25209,9018,9018,,1931,7087,11334,11334,,,11334,17413,17413,,2938,14475,10022,10022,,1927,8095,8413,8413,,37,8376,11837,11837,,,11837,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,6,6,,0,6,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,,1,1,1,,0,1,1,1,,,1,0,0,,0,0,0,0,,0,0,2,2,,0,2,1,1,,,1,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,10668,10668,,0,10668,0,0,,0,0,0,0,,0,0,120,120,,0,120,8273,8273,,0,8273,25,25,,,25,0,0,,0,0,2,2,,,2,340,340,,0,340,1216,1216,,0,1216,62,62,,,62,630,630,,,630,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,2,2,,0,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,1,1,,0,1,0,0,,,0,0,0,,0,0,0,0,,0,0,1,1,,,1,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Sep,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Sep.csv
